タイトル,あらすじ,ジャンル
パーフェクト ストーム,巨大な嵐が接近する中、不漁に悩む漁船の船長が全てを賭けて大収穫を狙う。危険を冒していつもより遠方の漁場へ足を伸ばした漁師達を待っていたものとは?,アドベンチャー
マトリックス,この世界は現実ではなく機械によって作り出されたシミュレーションなのだと知った1人のハッカーが、人類を解放する抵抗戦に加わる。,アカデミー賞受賞映画
ブルー・ストリーク,宝石を盗んでお宝を隠したは良いものの、その後捕まってしまった犯罪者。ようやく出所してブツを取り出そうとしたところ、何とその場所は警察署に変わっていた!,欧米大ヒット映画
エディ&マーティンの逃走人生,しがない詐欺師がスリのターゲットに選んだのは、銀行に就職が決まったばかりの男。偶然出会った相性最悪の2人を待っていたのは、無実の罪と長い長い刑務所生活。,欧米大ヒット映画
プライベート・ライアン,第二次大戦中ドイツとの激戦で4人兄弟の3人が命を落とした。行方不明の最後の1人を故郷へ返すべく、兵士8名が彼を連れ帰る危険な任務へ出発する。,アカデミー賞受賞映画
奇蹟の輝き,事故で命を落とし、天国に召された医師クリス・ニールセン。哀しみのあまり妻は自殺し、地獄に落ちる。妻の魂を救うため、クリスは天国を後に地獄へと旅立つ。,泣けるラブロマンス
トゥルーマン・ショー,一市民として平凡に暮らすトゥルーマン。ところが自分の全人生がTV番組「トゥルーマン・ショー」として隠しカメラで放映されていたと知り、大脱出を決意する。,欧米大ヒット映画
ディープ・インパクト,このまま進めば地球を破壊する巨大彗星。宇宙空間で彗星を爆破させる任務のチームリーダーに米大統領が任命したのは、頑固なベテラン宇宙飛行士だった。,大ヒットSF・ファンタジー
ロスト・イン・スペース,60年代の人気SFテレビ番組「宇宙家族ロビンソン」のリブート作品。人類が移住可能な惑星(わくせい)を調査するため、科学者一家が宇宙へと飛び立つ。,アドベンチャー
グッドナイト・ムーン,バツイチ男と恋に落ちたキャリアウーマンが、彼の連れ子2人の信頼を勝ち取ろうと奮闘する。しかし前妻はそんな彼女の存在を疎ましく感じていて...。,欧米大ヒット映画
コンタクト,宇宙からの電波信号をキャッチした、エリー・アロウェイ博士。地球外知的生命体からの初接触に、権力争いが激化する。惑星からのメッセージが意味するものとは?,大ヒットSF・ファンタジー
メン・イン・ブラック,突然政府の特殊任務にスカウトされたエリート警察官。その任務とは、ベテラン捜査員と組み、人間の姿で地球に生息するエイリアンを監視することだった…!,アメリカ映画
フィフス・エレメント,23世紀、人類は地球滅亡の危機を回避できるのか！？元宇宙連邦特殊部隊員のコーベンが、謎の美女リールーとともに立ち上がる。,アドベンチャー
恋愛小説家,異常なほどの潔癖症、毒舌で偏屈な中年の人気小説家が、シングルマザーのウェイトレスとゲイの隣人とのかかわりを通じて、人並みの愛を知るようになっていく。,アカデミー賞受賞映画
ベスト・フレンズ・ウェディング,元彼で今は友人として付き合っているマイケルが結婚すると知り、彼に対する自分の気持ちに初めて気がついたジュリアン。あれこれ彼を取り戻す策を練るが…。,欧米大ヒット映画
バッド ボーイズ,1億ドル相当の押収ヘロインが警察内部から消失。捜査を命じられたのはマイアミ市警の敏腕コンビ。テンポのよいストーリー展開が新鮮な刑事アクション。,アメリカ映画
フォレスト・ガンプ／一期一会,フォレスト・ガンプは単純だが誰にも優しいアメリカ人。激動の60年代、70年代の歴史的瞬間を経験しながら成長していく姿を描く。,泣けるラブロマンス
今そこにある危機,大統領の友人が惨殺遺体で発見された。CIA副長官代行に任命されたライアンは、議会の承認なしに始まった南米麻薬カルテルへの報復作戦に巻き込まれてしまう。,政治をテーマにしたヒューマンドラマ
フリントストーン/モダン石器時代,TVアニメ「原始家族フリントストーン」の実写版映画。採石会社に勤めるサラリーマンのフレッドと隣家のバーニーが、職場や家族からの重圧の下、騒動をくり広げる。,コミカルなコメディ
ボディガード,大統領の警護も行った敏腕ボディガードのフランクは、トップ歌手レイチェルの護衛を依頼される。最近彼女のもとに、何者かから死を予告する脅迫状が届いていた。,欧米大ヒット映画
バットマン リターンズ,汚職にまみれた実業家、謎の怪人ペンギン、そしてキャットウーマン。ゴッサム・シティに現れた3人の新たな強敵にバットマンはどう立ち向かうのか。,アメリカ映画
アダムス・ファミリー,チャールズ・アダムズの原作漫画と1960年代のTVシリーズで知られる、不気味で愛すべきアダムス一家が映画に登場。,大ヒットSF・ファンタジー
マイ・ガール,11歳の少女は、恋する父親の姿に不安でいっぱい。幼馴染みの少年と過ごす中、自身も淡い恋心や別れを経験してゆく。幼心を思い出す、甘酸っぱくも切ない物語。,欧米大ヒット映画
レッド・オクトーバーを追え!,ソ連の原子力潜水艦レッド・オクトーバーが大西洋に突然現れる。その謎を解明するためCIAのアナリスト、ジャック・ライアンが送り込まれる。,アドベンチャー
ゴースト/ニューヨークの幻,仲の良い恋人サムとモリー。プロポーズの晩、2人は強盗に襲われサムは命を落とす。モリーを思うサムは幽霊としてこの世に残り、彼女を危険から救おうとする。,アカデミー賞受賞映画
ハッピーニューイヤー,復讐を誓う彼の狙いはダイヤモンド強奪。世界ダンス大会の開催場所であるドバイのホテルへ潜入するため、イケてない男達を集めて猛特訓。舞え、踊る大ドロボー!,強盗アクション
ベンジーのガードマン大作戦,軍隊での大活躍で世界的な人気物となったベンジー。再びテロの脅威が迫る中、重要な鍵を握る幼い息子のガードマン役を務めるよう上官から命じられるが...。,海外LGBTQ映画
